year,country,economic_freedom,quartile,property_rights,foreign_currency,sound_money,control_movement,trade,credit_market_reg,regulation,suicides_no,population,percentage_suicides
2014,Costa Rica,7.5,1.0,5.849694901,10.0,9.417850547,8.026795601,8.121321651,6.599333333,6.5156613420000005,268.0,627502.0,0.04270902722222399
1985,Croatia,5.386666666666667,4.0,5.842574407333333,4.0,3.435258354,0.6433041410000002,5.685988801666666,1.7386666666000004,5.310335505,1050.0,630700.0,0.16648168701442842
1990,Croatia,5.233333333333333,4.0,6.162185400666667,5.0,2.5,0.0,5.737438845333333,0.0,4.9022719565,1139.0,653400.0,0.17431894704621978
1995,Croatia,5.08,4.0,6.481796394,5.0,3.35,2.0,5.788888889,4.354338381,4.494208408,929.0,659600.0,0.1408429351121892
2000,Croatia,6.28,3.0,6.1810561889999995,5.0,7.876988677999999,0.0,6.743333333,8.760075702,6.5886436370000006,926.0,579800.0,0.15971024491203864
2001,Croatia,6.0,3.0,4.848109283,5.0,7.9197034639999995,0.7692307690000001,6.403781613,9.350780542999999,6.682660202,881.0,642506.0,0.13711934207618295
2002,Croatia,6.24,3.0,4.80289911,5.0,7.782757853,2.884615385,6.921153846,9.165809705,6.836749417,874.0,649700.0,0.13452362628905648
2003,Croatia,6.3,3.0,4.756161896,5.0,7.83546648,3.4358974360000003,7.113974359,9.134833559,6.887799697,865.0,651200.0,0.13283169533169534
2004,Croatia,6.34,3.0,4.993548253999999,5.0,8.094300087999999,3.778939507,6.9719153920000005,9.197469899,6.873962845,871.0,648500.0,0.13430994602929838
2005,Croatia,6.47,3.0,5.244116202,5.0,8.204975888,4.768376068,7.504146867999999,9.32333235,6.855643678,874.0,647419.0,0.13499758270918832
2006,Croatia,6.54,3.0,5.686655031,5.0,8.317989338,4.773359387,7.555740178,9.451550055,6.838692224,796.0,644066.0,0.12358981843475669
2007,Croatia,6.61,3.0,5.765987419,5.0,8.255095132000001,4.983433941,7.6125957589999995,9.450213682000001,6.836756137999999,775.0,642644.0,0.12059553967671059
2008,Croatia,6.72,3.0,5.716674996,5.0,8.091470889,4.795750091,7.565461207999999,9.398759866,7.055964951,793.0,638100.0,0.12427519197617928
2009,Croatia,6.78,3.0,5.6758820210000005,5.0,8.493249058,4.9460633860000005,7.594761045,8.99961617,6.985902893,790.0,634366.0,0.12453378648918763
2010,Croatia,6.68,3.0,5.65509231,5.0,8.417152785,5.229360365,7.630212325,8.950250936,7.040679882999999,776.0,627682.0,0.12362948117040157
2011,Croatia,6.9,3.0,5.549422191000001,10.0,9.511010011,5.144678755,7.561904576,9.228305595,7.118179665,702.0,621895.0,0.1128807917735309
2012,Croatia,6.93,2.0,5.576362153,10.0,9.558369713,5.187285353,7.6512457970000005,9.418219477000001,7.037759915,776.0,594104.0,0.13061686169424883
2013,Croatia,6.9,3.0,5.5524205460000005,10.0,9.262749194,5.443169407,7.677089631,9.055441829,7.2771037210000005,692.0,589432.0,0.11740115908196365
2014,Croatia,7.0,2.0,5.601028321,10.0,9.300367147000001,5.816150867999999,8.053818403,9.106,7.363987596,722.0,583896.0,0.12365215723347993
2015,Croatia,7.04,2.0,5.693974997000001,10.0,9.281726441,5.749774894,8.17801284,9.406666667,7.350503305,739.0,576262.0,0.1282402795950453
2016,Croatia,6.96,2.0,5.479351478,10.0,9.136323654,5.878025305,8.188139185,9.409517953,7.287616394,683.0,571003.0,0.11961408258800742
2000,Cyprus,6.64,3.0,7.568705574,0.0,6.8798349210000005,0.0,6.748333333,8.906882578,5.8351250960000005,7.0,125288.0,0.005587127258795735
2002,Cyprus,7.12,2.0,7.568705574,5.0,8.269487737,0.0,6.7775,9.486586212,6.0539356820000005,0.0,101589.0,0.0
2003,Cyprus,7.01,2.0,6.609401709,5.0,8.229981922999999,2.416666667,7.169166667000001,9.407743774,6.151787607,0.0,102749.0,0.0
2004,Cyprus,7.65,1.0,6.847797502000001,10.0,9.547240458,6.372793872999999,8.429183317,9.452362293,6.446954227000001,7.0,104038.0,0.006728310809511909
2005,Cyprus,7.56,1.0,7.046853157,10.0,9.346293595,6.666594582999999,8.039695559,9.409306832,5.926611672000001,17.0,105435.0,0.016123678095509082
2006,Cyprus,7.5,1.0,7.046366224,10.0,9.19285993,6.488098207,7.980912342000001,9.581644029,5.815020206,19.0,107098.0,0.01774076079852098
2007,Cyprus,7.77,1.0,6.828128803999999,10.0,9.361390304,6.642785472999999,8.315208625,9.650659436,7.036874807,19.0,109618.0,0.017332919775949206
2008,Cyprus,7.74,1.0,6.727671977999999,10.0,9.299719632999999,6.487717257999999,8.200869796000001,9.745712602000001,7.150314507,41.0,112837.0,0.03633559913858043
2009,Cyprus,7.77,1.0,6.594132905,10.0,9.417517281,6.385780204,8.234263517999999,9.342813117,7.363333711,32.0,116224.0,0.02753303964757709
2010,Cyprus,7.73,1.0,6.53145202,10.0,9.435373741,6.314230825,8.163739823,8.795321844,7.334038913,38.0,119200.0,0.031879194630872486
2011,Cyprus,7.67,1.0,6.425278476,10.0,9.495331594,6.335953201000001,8.114714333,8.793292447999999,7.307492363,30.0,122543.0,0.02448120251666762
2012,Cyprus,7.47,1.0,6.118113357,10.0,9.518558388999999,4.452341147,7.6439457079999995,8.1461393,7.166137324,36.0,125423.0,0.028702869489647034
2013,Cyprus,7.07,2.0,6.059029968,0.0,7.285913207999999,4.538943563,7.695375681,8.43867532,7.239118072999999,45.0,125846.0,0.03575798992419306
2014,Cyprus,7.33,2.0,6.10210351,0.0,7.230682308,7.201414504,8.485468798,9.966666667,7.631937441,44.0,122485.0,0.03592276605298608
2015,Cyprus,7.69,1.0,5.836172166,10.0,9.686253954,6.771918264,8.219853784,9.455333332999999,7.438795108,40.0,118975.0,0.033620508510191216
2016,Cyprus,7.71,1.0,5.937152237,10.0,9.489785988,6.99551827,8.283055903,9.575116132,7.5477403679999995,36.0,117819.0,0.030555343365671072
1980,Denmark,6.24,1.0,7.175448192999999,0.0,6.681130715,5.0,7.851111111,9.412746079,6.435356372999999,1524.2320441988948,611500.0,0.24926116830726
1985,Denmark,6.37,1.0,7.878980519,0.0,6.506008798,5.0,8.038888888999999,9.082628079,6.284964039,1019.0386740331493,676800.0,0.15056717996943694
1990,Denmark,7.16,1.0,8.3465,10.0,9.458251508,5.0,7.8266666670000005,9.344215503,7.003345252000001,513.8453038674033,723600.0,0.07101234160688272
1995,Denmark,7.73,1.0,9.088052737,10.0,9.76968237,8.770833332999999,9.130208332999999,9.490903816,7.569952012999999,924.0,762400.0,0.12119622245540398
2000,Denmark,8.06,1.0,8.972071729,10.0,9.714102333,8.969574231000001,9.375216891,10.0,8.016460999,728.0,783883.0,0.09287100243276102
2001,Denmark,7.88,1.0,8.748429187000001,10.0,9.72712719,8.969574231000001,9.273045527,10.0,7.746267932,727.0,783604.0,0.09277645341269315
2002,Denmark,7.88,1.0,8.778343634,10.0,9.744309353,8.064102564,9.071858974,10.0,8.221128013,688.0,784825.0,0.08766285477654254
2003,Denmark,8.01,1.0,8.921200777000001,10.0,9.732712602000001,8.314102564,9.111303419,9.9910309,8.132688578,633.0,784047.0,0.08073495594014134
2004,Denmark,8.0,1.0,8.718044218,10.0,9.646586514,8.091313448,8.966418395,10.0,8.463605312,661.0,782832.0,0.08443701841518998
2005,Denmark,7.89,1.0,8.988939581,10.0,9.491977542999999,7.358647516,8.535723629,10.0,8.604336047,631.0,781448.0,0.08074753534464225
2006,Denmark,7.97,1.0,9.028178214,10.0,9.356320924,7.309552042000001,8.512377045,10.0,8.559121002000001,650.0,782816.0,0.08303356088787148
2007,Denmark,7.97,1.0,9.00459987,10.0,9.360376272,7.362118868,8.552353611000001,9.870204753,8.521445678,581.0,786990.0,0.07382558863517961
2008,Denmark,7.88,1.0,8.785697395,10.0,9.365651656,7.211216672999999,8.410422817999999,9.9700349,8.555088096,603.0,788890.0,0.07643651206125061
2009,Denmark,7.66,1.0,8.524675804,10.0,9.494490577999999,6.967734852,8.328349289,9.93500588,8.536598848999999,622.0,790578.0,0.0786766138192563
2010,Denmark,7.77,1.0,8.665260221,10.0,9.595949133,6.941023437999999,8.381178078,9.660873221000001,8.469277731,563.0,791338.0,0.07114532601745398
2011,Denmark,7.71,1.0,8.163627862,10.0,9.674421843,6.875641005,8.29203258,9.732559833,8.372497421,589.0,791137.0,0.0744498108418643
2012,Denmark,7.56,1.0,7.980332251,10.0,9.608551133999999,6.837711204,8.197885317,9.494349404,8.236950013,661.0,788215.0,0.08386036804678926
2013,Denmark,7.68,1.0,8.088986882999999,10.0,9.767030795,7.384108873,8.315412607,9.946440217000001,8.430164428,610.0,785198.0,0.07768741132809813
2014,Denmark,7.81,1.0,8.204607048,10.0,9.710256105,7.329032509,8.606673187,10.0,8.440126342000001,629.0,784300.0,0.08019890348081092
2015,Denmark,7.75,1.0,8.246872137,10.0,9.609380791,7.349012803,8.41569965,9.752666667,8.352165515,564.0,783366.0,0.07199699757201615
1980,Ecuador,5.7,2.0,5.531955196,10.0,8.152195243,2.0,4.866666667,5.422422422,4.5199068989999995,233.0,1159000.0,0.02010353753235548
1985,Ecuador,4.6,3.0,4.959951951,10.0,6.893898087999999,2.0,2.187777778,3.7354020689999996,3.8831368489999996,393.0,1307600.0,0.03005506271030896
1990,Ecuador,5.47,3.0,4.923049935,10.0,3.9768465689999997,2.0,5.101481481,6.0,5.1153675000000005,448.0,1262625.0,0.03548163548163548
1995,Ecuador,6.31,2.0,4.236812631,10.0,6.474865975,5.0,6.751851852000001,8.0,5.8702725,546.0,1369259.0,0.03987558234052141
2000,Ecuador,5.86,3.0,3.768051943,10.0,4.902880929,7.6907205770000004,7.4963695889999995,4.6308441160000005,4.216726877,534.0,1458807.0,0.03660525347081554
2001,Ecuador,5.76,4.0,3.22863003,10.0,4.77594254,7.6907205770000004,7.52440073,5.717590283,4.287357688,584.0,1472216.0,0.03966809218212545
2002,Ecuador,6.25,3.0,3.52147144,10.0,6.097273349,5.576923077000001,7.08284188,8.700211916,5.633462237000001,577.0,1484308.0,0.038873333566887734
2003,Ecuador,6.25,3.0,3.364064033,10.0,5.817400586000001,6.096153846,7.170982906,9.138510978,5.886175681,675.0,1495138.0,0.04514633431830373
2004,Ecuador,5.68,4.0,3.1866603330000003,0.0,4.129851164,6.682319617999999,7.110412561,9.204758372,5.861159381,791.0,1504779.0,0.052565858508126444
2005,Ecuador,5.94,4.0,3.5385267419999997,0.0,4.73428439,7.80484559,7.420711794,9.229487789,5.989191237999999,943.0,1513146.0,0.06232048989324229
2006,Ecuador,5.99,4.0,3.5624842510000003,0.0,5.05615194,7.313189996,7.320905702,9.269661444,5.986300053,900.0,1520643.0,0.05918548929630426
2007,Ecuador,5.83,4.0,3.564278041,0.0,5.041328097,7.007521704,7.3541168720000005,9.288504183999999,5.881733059,1005.0,1557413.0,0.06453008932120124
2008,Ecuador,6.02,4.0,3.73252952,0.0,6.104176882999999,7.005691483,7.135624998,9.300497293,5.920332745,928.0,1596786.0,0.058116742005503555
2009,Ecuador,5.92,4.0,3.7328436739999997,0.0,6.358509886,5.965104899,6.740511585,9.301393109,6.063454806,964.0,1636049.0,0.05892244058704843
2010,Ecuador,5.87,4.0,3.748784531,0.0,6.379163545,5.952622043,6.873512605,9.302908297,6.239937783999999,912.0,1675740.0,0.05442371728311075
2011,Ecuador,5.88,4.0,3.754695936,0.0,6.498798626,6.058358504,6.987165677,9.273993651,6.226223564,918.0,1715068.0,0.05352557449617158
2012,Ecuador,6.03,4.0,4.22051383,0.0,6.582158578,6.16975499,7.139721426,9.268666667,6.329043313,976.0,1755189.0,0.055606547215143215
2013,Ecuador,5.88,4.0,3.7558911939999997,0.0,6.7962949,6.44292822,7.20594554,9.268666667,6.341814059,676.0,1795728.0,0.03764489945025082
2014,Ecuador,5.66,4.0,3.931848224,0.0,6.864120152999999,5.569474487999999,6.244777228999999,9.268666667,5.97631519,734.0,1836144.0,0.03997507820737371
2015,Ecuador,6.09,4.0,3.8931490810000002,5.0,8.098291578,5.608336293,6.532037884,8.503333332999999,6.0862014460000005,1073.0,1876229.0,0.05718918106478474
1980,Egypt,4.32,3.0,2.449996134,10.0,7.699862446,0.0,3.0311111110000004,3.934267601,4.459737822,15.0,5731080.0,0.0002617307732573965
2000,Egypt,6.51,3.0,4.683762871,10.0,9.530526748,7.308585192000001,6.700618716,8.037084432,5.519139134,48.0,8866069.0,0.000541389876392796
2001,Egypt,6.3,3.0,3.881896204,10.0,9.575189086,7.308585192000001,6.732460323,7.037084432,5.185728467,49.0,8809778.0,0.0005562001675865158
2002,Egypt,5.99,4.0,4.087864458,10.0,9.678945947,5.775641026000001,5.272944605,6.102087862,5.14969096,36.0,8731833.0,0.000412284568429103
2003,Egypt,5.87,4.0,3.918552289,10.0,9.279899868,5.608974358999999,5.15100016,6.28592099,5.359910468,42.0,8646998.0,0.0004857177022592118
2004,Egypt,5.98,3.0,3.7424818610000004,10.0,8.651006406,5.773540185,6.389055963,6.446915521,5.479427257999999,54.0,9356646.0,0.0005771298817973876
2005,Egypt,6.29,3.0,4.859095925,10.0,8.846821227000001,4.299241235,6.234798324,6.34892572,5.187164092,52.0,9543088.0,0.000544896997701373
2006,Egypt,6.4,3.0,5.146177062,10.0,8.738335494,4.476265303,6.367327175,6.2932379,5.384475471,43.0,9737259.0,0.00044160271386434316
2007,Egypt,6.59,3.0,5.4482036670000005,10.0,8.679859512,4.518167221000001,6.504529724,5.818646165,5.214545757,32.0,9925226.0,0.0003224107944746044
2008,Egypt,6.43,3.0,5.028759355,10.0,8.255453337,4.40094765,6.440731089,5.936746111000001,5.4599251639999995,41.0,8675558.0,0.00047259207995612503
2009,Egypt,6.21,4.0,4.727273573,10.0,8.664632443,3.6247174380000002,6.29587416,5.68492875,5.436719095,52.0,8733460.0,0.0005954112115931143
2010,Egypt,6.35,3.0,4.562148762,10.0,8.81121571,3.56152743,6.317940211,5.897366747,5.465332639,48.0,8801276.0,0.0005453754660119738
2011,Egypt,6.18,4.0,3.956108524,10.0,9.065523569,3.4783419610000004,6.236709485,5.0076221069999995,5.131131403,176.0,8953068.0,0.00196580658160979
2012,Egypt,6.14,4.0,3.5199197939999998,10.0,9.219273681,3.2491612560000003,6.152717227,4.280447402,4.84547475,211.0,9184828.0,0.002297266753389394
2013,Egypt,6.01,4.0,3.314027114,10.0,8.919387233,4.628071353999999,6.556386959,4.0,4.900296551,149.0,9479243.0,0.001571855474113281
2014,Egypt,5.78,4.0,3.537684225,10.0,8.831210474,5.495456015,5.911048073,4.0,4.903821781,88.0,9160685.0,0.0009606268526862347
2015,Egypt,5.77,4.0,3.479657954,10.0,8.779927322,4.700580771,5.596087033,4.0,4.971758069,48.0,9383632.0,0.0005115290113678798
1990,El Salvador,4.81,3.0,1.953272189,0.0,5.251436447,2.0,4.574444444,8.64964965,5.375272786,571.0,682878.0,0.08361669287925515
1995,El Salvador,7.64,1.0,5.872026896,10.0,8.876787678,5.0,7.435555556000001,9.73973974,7.418579212999999,620.0,681362.0,0.0909942145291343
2000,El Salvador,7.72,1.0,4.890724736,10.0,9.416100075,8.926659615,8.55644861,9.696007499,7.048021145,461.0,710919.0,0.06484564345586487
2001,El Salvador,7.59,1.0,4.794704466000001,10.0,9.567590792,8.157428846,8.411426918,8.0287034,6.499164996,514.0,718288.0,0.07155904038491524
2002,El Salvador,7.52,1.0,4.761989974,10.0,9.545103443,7.346153846,8.217528395,7.169399471,6.34390144,436.0,725313.0,0.06011197924206515
2003,El Salvador,7.55,1.0,4.73818045,10.0,9.591121414,7.346153846,8.232371795,7.657081485,6.5339753389999995,527.0,731167.0,0.07207655706562249
2004,El Salvador,7.64,1.0,4.627418383,10.0,9.661824833999999,7.37452264,7.994194567999999,7.43103718,6.7534636820000005,464.0,734891.0,0.06313861511435029
2005,El Salvador,7.47,1.0,4.395914055,10.0,9.631110696,6.124719289,7.6351795860000005,8.828358794,7.115996803,455.0,735965.0,0.061823592154518214
2006,El Salvador,7.57,1.0,4.395173668,10.0,9.373747368,6.130998106,7.780074316,9.14923836,7.357191307000001,411.0,731674.0,0.05617255772379502
2007,El Salvador,7.63,1.0,4.186842187,10.0,9.35176071,6.1535467939999995,7.879262163,9.840413258,7.580216067,501.0,723366.0,0.06925954496064234
2008,El Salvador,7.53,1.0,4.302709807,10.0,9.267474469,6.034290902,7.906030426,9.844345987,7.590074765,490.0,711888.0,0.0688310520756074
2009,El Salvador,7.4,1.0,4.009494145,10.0,9.275375011,4.9599162969999995,7.609274155,9.95995996,7.632727592999999,506.0,704865.0,0.07178679605314493
2010,El Salvador,7.21,2.0,3.84095926,10.0,9.252219013,4.679415013,7.447708402000001,8.516562792,7.049646269,399.0,715456.0,0.0557686286787727
2011,El Salvador,7.14,2.0,3.883946537,10.0,9.13308707,4.514045871,7.332544942,8.557817193,6.958783507000001,485.0,725601.0,0.06684114272168865
2012,El Salvador,7.09,2.0,4.015738735,10.0,9.312399747999999,4.173347026,7.172519865,9.047558535,6.548218287999999,512.0,736698.0,0.06949930636434469
2013,El Salvador,7.2,2.0,4.395091996000001,10.0,9.522214767000001,5.751282791,7.601285374,7.511748523,6.040907203,484.0,748153.0,0.06469264976548915
2014,El Salvador,7.35,2.0,4.142900447,10.0,9.706406802,6.60051427,8.007276372,8.102,6.405918088,386.0,758979.0,0.0508577971195514
1985,Estonia,6.536666666666667,2.0,6.149562061333333,6.0,8.765,1.1836677171999996,4.1418947236,1.6788937378000002,6.698857856,470.0,206900.0,0.22716288061865636
1990,Estonia,6.383333333333334,2.0,6.792884488166667,5.0,4.482,0.0,3.257777778,0.0,6.8126594835,428.0,213553.0,0.20041863144043867
1995,Estonia,6.23,2.0,7.436206915,5.0,2.3,8.0,9.271111111,5.0,6.926461111,594.0,200427.0,0.29636725590863505
2000,Estonia,7.6,1.0,6.9761515439999995,10.0,8.666014514,7.819538077000001,9.139056813,9.333333332999999,7.3103026820000006,377.0,202765.0,0.18592952432619042
2001,Estonia,7.67,1.0,6.793770528,10.0,9.196903564,7.819538077000001,9.093570416,10.0,7.313241829,401.0,202560.0,0.19796603475513427
2002,Estonia,7.72,1.0,7.036091588,10.0,9.242357,6.826923077000001,8.769230769,10.0,7.5036988739999995,371.0,201060.0,0.18452203322391325
2003,Estonia,7.84,1.0,7.155139207,10.0,9.605878927000001,7.294871795,8.877884615,10.0,7.598407869,342.0,199315.0,0.17158768783082057
2004,Estonia,7.98,1.0,6.787248477,10.0,9.532457912,7.446212791000001,8.994558939,10.0,7.889956838,323.0,197475.0,0.16356500822888972
2005,Estonia,7.96,1.0,7.23828972,10.0,9.431141053,7.121742461,8.463464812,9.666666667000001,7.684621207999999,273.0,195835.0,0.13940306891005183
2006,Estonia,7.97,1.0,7.204635968,10.0,9.322574456,7.142322925,8.474244671000001,10.0,7.798970507000001,247.0,194260.0,0.12714918150931742
2007,Estonia,7.85,1.0,7.330410053,10.0,9.200927409,7.133849088,8.486998575,9.623655522,7.645702622000001,251.0,192585.0,0.13033206116779603
2008,Estonia,7.77,1.0,7.3284801779999995,10.0,9.075583271000001,7.013839025,8.428411696,9.978678778999999,7.746485436,242.0,191130.0,0.1266153926646785
2009,Estonia,7.7,1.0,7.259597001,10.0,9.509219757,6.872557082,8.41706388,9.97671222,7.8401732939999995,269.0,189570.0,0.1419000896766366
2010,Estonia,7.82,1.0,7.2929007189999995,10.0,9.43390026,6.791802558,8.407724844,9.995845803,8.004344497,223.0,187560.0,0.11889528684154405
2011,Estonia,7.74,1.0,7.262351589,10.0,8.944641838999999,6.635165109,8.313831068999999,10.0,8.100444365,218.0,185535.0,0.11749804619074568
2012,Estonia,7.68,1.0,7.239435693,10.0,8.843038734,6.706395552999999,8.235124502,9.993785204,8.168021655,237.0,184354.0,0.1285570153075062
2013,Estonia,7.7,1.0,7.2614360620000005,10.0,8.759581006,6.8887467870000005,8.251438556,9.952379078,8.235496145,218.0,181855.0,0.11987572516565395
2014,Estonia,7.79,1.0,7.299301787999999,10.0,9.129339123,6.852185774,8.543848125,10.0,8.066884033,241.0,180093.0,0.13381974868540142
2015,Estonia,7.93,1.0,7.509630596,10.0,9.489331062,6.997276302,8.538518317000001,10.0,8.196134081,195.0,178380.0,0.10931718802556341
2001,Fiji,6.51,3.0,6.260952308999999,0.0,6.656066197,0.0,5.4051038920000005,6.37719427,7.890420575,36.0,93629.0,0.038449625650172486
2002,Fiji,6.57,3.0,6.260952308999999,0.0,6.815865846,0.0,5.605103892000001,6.711581395,8.057614138,42.0,93636.0,0.04485454312443932
2003,Fiji,6.53,3.0,6.216894416000001,0.0,6.694219837,0.0,5.605103892000001,6.683095467,8.043371172999999,10.0,96710.0,0.010340192327577293
2004,Fiji,6.73,3.0,6.216894416000001,0.0,6.475422321,0.0,5.9110747329999995,7.312060177999999,8.384343295,24.0,99930.0,0.024016811768237768
2005,Fiji,7.32,2.0,6.341622759,0.0,6.563899875,4.5,6.596289836,9.397226401000001,9.074047944,22.0,103347.0,0.02128750713615296
2006,Fiji,7.13,2.0,6.216622759,0.0,6.562143831,4.480338473,6.591290266000001,8.597989689,8.808400267,24.0,103418.0,0.02320679185441606
2007,Fiji,7.2,2.0,6.166622759,0.0,6.228271098,4.480338473,6.601290266,9.167176734,8.940561674,13.0,103785.0,0.012525894878836055
2008,Fiji,7.26,2.0,5.991622759,0.0,6.416205429,4.480338473,6.566290266,9.62595282,9.081076383,37.0,104375.0,0.03544910179640719
2009,Fiji,7.08,2.0,5.553044138,0.0,6.757647695,4.480338473,6.6188227710000005,9.599366032999999,8.979383476,26.0,105083.0,0.024742346526079383
2011,Fiji,7.04,2.0,5.914317065,0.0,6.465607542000001,4.480338473,6.511044994,9.74974975,8.887514101,38.0,106561.0,0.03566032601045411
2012,Fiji,6.84,3.0,5.654824579,0.0,6.422408872,4.480338473,6.608832337000001,9.788666023,8.866701532999999,32.0,107270.0,0.029831266896616016
1980,Finland,6.5,1.0,6.82846988,5.0,7.784442072999999,2.0,6.831111111,8.629963297,6.3837316479999995,78.9278350515464,577900.0,0.01365769770748337
1985,Finland,6.77,1.0,7.878980519,5.0,7.941519027999999,2.0,7.055555556,9.303303303,6.544401652,257.07216494845363,660800.0,0.038903172661690924
1990,Finland,6.99,1.0,8.3465,10.0,9.271368642,2.0,6.668888889,9.323323323,6.519099162000001,1512.0,728500.0,0.20754975978037063
1995,Finland,7.52,1.0,9.278333332999999,10.0,9.552801465,8.680416667000001,9.175659722,8.34140097,6.896429952999999,1388.0,778700.0,0.17824579427250545
2000,Finland,7.98,1.0,9.114957743,10.0,9.548481502000001,8.077423077,9.233445352999999,10.0,7.5120205339999995,1165.0,806796.0,0.14439833613453712
2001,Finland,7.9,1.0,8.944554294,10.0,9.621889195,8.077423077,9.11799528,10.0,7.348956789,1204.0,800866.0,0.15033725991614078
2002,Finland,7.9,1.0,9.00227441,10.0,9.633635229,7.243589743999999,8.929230769,10.0,7.452018019,1095.0,792737.0,0.13812903901293871
2003,Finland,7.9,1.0,8.978464886,10.0,9.633638093,7.243589743999999,8.927008547,10.0,7.498049765,1075.0,783442.0,0.1372150076202195
2004,Finland,7.87,1.0,8.67527617,10.0,9.66220853,7.415158371,8.824087653,10.0,7.78471061,1064.0,772775.0,0.13768561353563458
2005,Finland,7.86,1.0,9.066507119,10.0,9.577908133,6.15734679,8.352405744,10.0,7.834737848,994.0,761907.0,0.130462116767532
2006,Finland,7.88,1.0,9.106945537,10.0,9.524958763999999,5.91094177,8.215480546,10.0,7.521548516,1062.0,752178.0,0.1411899842856345
2007,Finland,7.91,1.0,9.138118873,10.0,9.507135071,5.954363748,8.203614311,9.855148497,7.491049768,995.0,742406.0,0.1340237013170691
2008,Finland,7.81,1.0,8.798586113999999,10.0,9.466151833,5.937772457,8.13292739,9.83768514,7.476407665,1033.0,732583.0,0.1410079130965365
2009,Finland,7.71,1.0,8.753611773,10.0,9.554010349,5.8332484120000005,8.166304836,9.812703261000001,7.615421659,1034.0,724700.0,0.14267972954325928
2010,Finland,7.79,1.0,8.848952665,10.0,9.617123974,5.442435526000001,8.128339758,9.644960185,7.880847131,954.0,719196.0,0.1326481237381743
2011,Finland,7.87,1.0,8.907111823,10.0,9.475963574,7.030814181,8.450325767999999,9.931696388999999,8.005826203,912.0,715014.0,0.1275499500709077
2012,Finland,7.81,1.0,8.90116367,10.0,9.436072904,7.010964445,8.351508608,9.833512158,7.932000541,873.0,711920.0,0.12262613776828857
2013,Finland,7.7,1.0,8.846960342000001,10.0,9.549710268,5.830156289,7.996062641,9.482480949,7.726606325,887.0,710389.0,0.12486116761380033
2014,Finland,7.79,1.0,8.875347422,10.0,9.540362847,6.222711335,8.320861247,9.537333333,7.774740584,789.0,708947.0,0.11129181730087016
2015,Finland,7.71,1.0,8.881498661,10.0,9.604256393,6.127553211,8.24015866,9.411333333,7.675031453,731.0,711135.0,0.10279342178348697
1980,France,6.05,2.0,6.449110442,0.0,6.4012059720000005,2.0,6.784444444,8.909576243,6.420871455,10406.0,6320000.0,0.1646518987341772
1985,France,6.03,2.0,7.24807021,0.0,6.690336584,2.0,6.772222222000001,8.819486153,6.3171597429999995,12501.0,6799400.0,0.18385445774627174
1990,France,7.04,1.0,7.734516999999999,10.0,9.687333655,5.0,7.819259259,9.009676342999999,6.421775672000001,11403.0,7267500.0,0.15690402476780185
1995,France,6.97,2.0,7.494351315,10.0,9.828146721,6.807916667000001,8.301979167,9.231435282,6.027226575,11819.0,7887100.0,0.14985229044896095
2000,France,7.47,1.0,7.420774664,10.0,9.586504241,8.007803462,8.974342116,9.785249344,7.824810639,10849.0,8501357.0,0.127614920770884
2001,France,7.23,2.0,6.7309610189999995,10.0,9.628325081,7.623188077000001,8.649638511000001,9.767849951,7.327045439,10449.0,8577068.0,0.12182484737208565
2002,France,7.32,2.0,6.906887045,10.0,9.608768954,8.064102564,8.842692308,9.52244629,7.267206444,10643.0,8616861.0,0.1235136553786814
2003,France,7.33,2.0,7.049744187999999,10.0,9.591846612000001,7.897435897,8.757136752000001,9.403402216,7.308742017,10871.0,8639264.0,0.12583247832222744
2004,France,7.38,2.0,7.119439757,10.0,9.605360353,7.906929568,8.592517239,9.510621378,7.497348153,10804.0,8660789.0,0.1247461403343275
2005,France,7.31,2.0,7.189221354,10.0,9.578034634,6.533693207000001,8.218403687,9.59895779,7.473111544,10713.0,8661387.0,0.12368688756200363
2006,France,7.32,2.0,7.497365166,10.0,9.512552256000001,6.607801025,8.183515396,9.695129774,7.289346726000001,10423.0,8713240.0,0.11962255142748278
2007,France,7.5,2.0,7.5976085310000006,10.0,9.582175404,6.633759221,8.21263085,9.400208671,7.12513722,10127.0,8736539.0,0.11591546721190164
2008,France,7.42,1.0,7.342898933,10.0,9.544139296,6.521318527000001,8.120455406,9.408676432,7.165993815,10353.0,8762552.0,0.1181505114035272
2009,France,7.43,1.0,7.336152202999999,10.0,9.660608129,6.547150381,8.151035,9.363336677000001,7.28756148,10499.0,8763692.0,0.11980110665687475
2010,France,7.42,1.0,7.29500479,10.0,9.665615345,6.32681886,8.087204454,8.87660964,7.404792212,10379.0,8736585.0,0.11879927912336456
2011,France,7.33,2.0,7.125388652000001,10.0,9.625064053,6.207930229,7.990442519,9.200666697,7.481154559,10408.0,8695673.0,0.11969171333834655
2012,France,7.27,2.0,7.031439366,10.0,9.657567195,6.147564217999999,7.943250184,9.23480356,7.4954919460000005,9743.0,8655592.0,0.11256306905408665
2013,France,7.23,2.0,6.8354604310000004,10.0,9.750156087,6.567970152000001,7.981443116,9.210847559,7.33347181,9600.0,8632938.0,0.11120200330408953
2014,France,7.36,2.0,6.965367807000001,10.0,9.740197522999999,6.74027145,8.430744553,9.333666667000001,7.457023375,8881.0,8608404.0,0.10316662647338577
